repo_id,nombre,descripcion,lenguaje,stars,forks,topics,fecha_creacion,ultimo_commit,url,dias_sin_commit,antiguedad_dias,num_topics,ratio_forks_stars,stars_por_dia,pca_x,pca_y,topics_list,pca_kmeans_1,pca_kmeans_2,pca_kmeans_3,pca_kmeans_4,pca_kmeans_5,pca_kmeans_6,pca_kmeans_7,pca_kmeans_8,pca_kmeans_9,pca_kmeans_10,cluster_kmeans,cluster_nombre
22887094,tesseract-ocr/tesseract,Tesseract Open Source OCR Engine (main repository),C++,73814,10612,"['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']",2014-08-12 18:04:59+00:00,2026-04-27 05:53:42+00:00,https://github.com/tesseract-ocr/tesseract,2,4278,7,0.1438,17.2543,0.12257926,0.2033078,"['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']",4.773838141617845,1.6348016642359504,-0.7447171655235647,-1.8618012941761957,-1.3124614130153882,1.6442779350083976,-0.6280540020199729,-0.3853418216014974,0.17853731906614773,-0.6293884391013062,3,Proyectos masivos e influyentes
115478820,binhnguyennus/awesome-scalability,"The Patterns of Scalable, Reliable, and Performant Large-Scale Systems",Unknown,70707,6978,"['system-design', 'backend', 'scalability', 'interview', 'architecture', 'devops', 'design-patterns', 'interview-questions', 'awesome-list', 'big-data', 'awesome', 'resources', 'lists', 'web-development', 'programming', 'system', 'interview-practice', 'computer-science', 'distributed-systems', 'machine-learning']",2017-12-27 03:46:40+00:00,2026-01-04 03:51:47+00:00,https://github.com/binhnguyennus/awesome-scalability,116,3046,20,0.0987,23.2131,-0.10926958,-0.10454628,"['system-design', 'backend', 'scalability', 'interview', 'architecture', 'devops', 'design-patterns', 'interview-questions', 'awesome-list', 'big-data', 'awesome', 'resources', 'lists', 'web-development', 'programming', 'system', 'interview-practice', 'computer-science', 'distributed-systems', 'machine-learning']",4.418239939871383,0.3778528479697415,1.1039566771085463,-0.607168124110305,-1.8266336963178569,0.4526574044397388,-0.8094457437554298,-0.3320696320696031,0.3240674331705698,-0.7822779984274486,3,Proyectos masivos e influyentes
323048702,OpenBB-finance/OpenBB,"Financial data platform for analysts, quants and AI agents.",Python,66745,6669,"['python', 'machine-learning', 'finance', 'stocks', 'quantitative-finance', 'economics', 'crypto', 'openbb', 'ai', 'derivatives', 'equity', 'fixed-income', 'options']",2020-12-20 10:46:38+00:00,2026-04-30 01:19:20+00:00,https://github.com/OpenBB-finance/OpenBB,0,1956,13,0.0999,34.1232,-0.3363768,-0.093019664,"['python', 'machine-learning', 'finance', 'stocks', 'quantitative-finance', 'economics', 'crypto', 'openbb', 'ai', 'derivatives', 'equity', 'fixed-income', 'options']",4.078760928288935,-0.3402582777710438,-0.035219306503406864,-0.9628157720522567,-1.2054658744353903,0.1674446405232446,0.3063680205885825,-0.23184513999620626,1.1132330417309753,-0.8226418920964061,3,Proyectos masivos e influyentes
290091948,labmlai/annotated_deep_learning_paper_implementations,"🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠",Python,66463,6701,"['deep-learning', 'deep-learning-tutorial', 'pytorch', 'gan', 'transformers', 'reinforcement-learning', 'optimizers', 'neural-networks', 'transformer', 'machine-learning', 'attention', 'literate-programming', 'lora']",2020-08-25 02:29:34+00:00,2026-01-22 04:26:00+00:00,https://github.com/labmlai/annotated_deep_learning_paper_implementations,98,2074,13,0.1008,32.0458,0.018665463,-0.14362027,"['deep-learning', 'deep-learning-tutorial', 'pytorch', 'gan', 'transformers', 'reinforcement-learning', 'optimizers', 'neural-networks', 'transformer', 'machine-learning', 'attention', 'literate-programming', 'lora']",3.929213892959143,-0.05389142024911318,0.014176769530253763,-0.8936400994220476,-1.4796272421556302,0.1807984352196456,0.901086187791572,0.5930138869348898,0.05794842033767306,-1.2196269945345883,3,Proyectos masivos e influyentes
843222,scikit-learn/scikit-learn,scikit-learn: machine learning in Python,Python,65953,26981,"['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']",2010-08-17 09:43:38+00:00,2026-04-29 14:56:41+00:00,https://github.com/scikit-learn/scikit-learn,0,5734,5,0.4091,11.5021,0.040046643,-0.2698591,"['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']",7.578686073548083,4.572167031417536,-1.1806719227277582,-3.0069065778943656,-0.15533256981691035,1.0820819327322573,0.6472017869240533,-0.48456524915433774,-0.2600755097313616,2.0652414890837516,3,Proyectos masivos e influyentes
33015583,keras-team/keras,Deep Learning for humans,Python,64049,19761,"['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python', 'jax', 'pytorch']",2015-03-28 00:35:42+00:00,2026-04-30 01:01:57+00:00,https://github.com/keras-team/keras,0,4051,8,0.3085,15.8107,0.17124544,-0.26845342,"['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python', 'jax', 'pytorch']",6.2416102336450905,2.890738411817666,-0.5828373869910457,-2.1908542160153983,-0.5568577702831483,0.5718854961295036,1.1709039200226603,0.5986515993427894,-0.29975482698233313,0.594292251287398,3,Proyectos masivos e influyentes
668195240,pathwaycom/llm-app,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more.",Jupyter Notebook,59879,1434,"['chatbot', 'hugging-face', 'llm', 'llm-local', 'llm-prompting', 'llm-security', 'llmops', 'pathway', 'real-time', 'vector-index', 'open-ai', 'vector-database', 'retrieval-augmented-generation', 'machine-learning', 'rag']",2023-07-19 08:43:37+00:00,2026-01-07 11:59:38+00:00,https://github.com/pathwaycom/llm-app,112,1015,15,0.0239,58.9941,-0.25610718,-0.019700082,"['chatbot', 'hugging-face', 'llm', 'llm-local', 'llm-prompting', 'llm-security', 'llmops', 'pathway', 'real-time', 'vector-index', 'open-ai', 'vector-database', 'retrieval-augmented-generation', 'machine-learning', 'rag']",2.910567058564189,-1.5337039822058622,0.1786911381874708,-0.11072988511836032,-1.3006610554804459,-0.11870465008626532,-0.9055689983020452,0.22723420421010593,0.855930039107416,-1.7812858747306823,2,Ecosistema LLM emergente
264818686,ultralytics/yolov5,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,Python,57314,17487,"['yolov3', 'yolov5', 'object-detection', 'pytorch', 'onnx', 'coreml', 'ios', 'tflite', 'yolo', 'deep-learning', 'machine-learning', 'ml', 'ultralytics']",2020-05-18 03:45:11+00:00,2026-04-27 22:40:15+00:00,https://github.com/ultralytics/yolov5,2,2173,13,0.3051,26.3755,0.0879877,-0.049534034,"['yolov3', 'yolov5', 'object-detection', 'pytorch', 'onnx', 'coreml', 'ios', 'tflite', 'yolo', 'deep-learning', 'machine-learning', 'ml', 'ultralytics']",5.6935384363174775,1.4848892932493523,-0.13307676385047287,-1.5728120946700035,-0.1821773758694334,-0.7028151004386284,1.0726663222098747,0.6726068487812717,-0.841396159053909,0.6137400712890673,3,Proyectos masivos e influyentes
535360445,ultralytics/ultralytics,Ultralytics YOLO 🚀,Python,56603,10888,"['hub', 'ultralytics', 'yolov8', 'yolo', 'deep-learning', 'image-classification', 'machine-learning', 'object-detection', 'pytorch', 'tracking', 'instance-segmentation', 'yolo-world', 'yolo11', 'cli', 'computer-vision', 'python', 'pose-estimation', 'rotated-object-detection', 'segment-anything', 'yolo26']",2022-09-11 16:39:45+00:00,2026-04-29 23:46:54+00:00,https://github.com/ultralytics/ultralytics,0,1326,20,0.1924,42.687,0.0024570518,0.23341048,"['hub', 'ultralytics', 'yolov8', 'yolo', 'deep-learning', 'image-classification', 'machine-learning', 'object-detection', 'pytorch', 'tracking', 'instance-segmentation', 'yolo-world', 'yolo11', 'cli', 'computer-vision', 'python', 'pose-estimation', 'rotated-object-detection', 'segment-anything', 'yolo26']",4.755168718980049,0.04551366832725892,1.0469216515942141,-0.4676738609779654,-0.8361487778734856,-0.8599812529037218,1.1219149116173481,0.8289110424115427,-0.3601093753839883,-0.14482068737894807,3,Proyectos masivos e influyentes
83844720,ageitgey/face_recognition,The world's simplest facial recognition api for Python and the command line,Python,56356,13722,"['machine-learning', 'face-detection', 'face-recognition', 'python']",2017-03-03 21:52:39+00:00,2024-08-21 06:22:36+00:00,https://github.com/ageitgey/face_recognition,616,3344,4,0.2435,16.8529,0.2319326,0.024933167,"['machine-learning', 'face-detection', 'face-recognition', 'python']",4.297752039319609,2.147543588006308,-1.5304792238222364,-1.7820526123506457,-0.7952338564337069,0.21451238674701598,0.41783249352775775,-0.16227655071886232,0.5307484208819195,0.46810479281958794,3,Proyectos masivos e influyentes
114747226,deepfakes/faceswap,Deepfakes Software For All,Python,55195,13404,"['faceswap', 'face-swap', 'deep-learning', 'deeplearning', 'deep-neural-networks', 'deepfakes', 'deepface', 'deep-face-swap', 'fakeapp', 'neural-networks', 'neural-nets', 'openfaceswap', 'myfakeapp', 'machine-learning']",2017-12-19 09:44:13+00:00,2026-04-28 17:22:51+00:00,https://github.com/deepfakes/faceswap,1,3053,14,0.2428,18.0789,0.07176326,-0.12431941,"['faceswap', 'face-swap', 'deep-learning', 'deeplearning', 'deep-neural-networks', 'deepfakes', 'deepface', 'deep-face-swap', 'fakeapp', 'neural-networks', 'neural-nets', 'openfaceswap', 'myfakeapp', 'machine-learning']",4.826187464588293,1.4215503176798432,0.2568238499287775,-1.3101309984651328,-0.6039710684747784,0.15578567791125572,0.6142353013081022,0.2230188797020421,-0.08050515487270132,0.526321577409083,3,Proyectos masivos e influyentes
139824423,Avik-Jain/100-Days-Of-ML-Code,100 Days of ML Coding,Unknown,50797,11495,"['machine-learning', 'machine-learning-algorithms', 'infographics', 'tutorial', 'siraj-raval-challenge', 'siraj-raval', 'implementation', '100-days-of-code-log', '100daysofcode', 'python', 'logistic-regression', 'naive-bayes-classifier', 'linear-regression', 'svm', 'linear-algebra', 'scikit-learn', 'support-vector-machines', 'deep-learning']",2018-07-05 09:11:43+00:00,2023-12-29 07:57:53+00:00,https://github.com/Avik-Jain/100-Days-Of-ML-Code,852,2855,18,0.2263,17.7923,0.019154575,-0.03192043,"['machine-learning', 'machine-learning-algorithms', 'infographics', 'tutorial', 'siraj-raval-challenge', 'siraj-raval', 'implementation', '100-days-of-code-log', '100daysofcode', 'python', 'logistic-regression', 'naive-bayes-classifier', 'linear-regression', 'svm', 'linear-algebra', 'scikit-learn', 'support-vector-machines', 'deep-learning']",4.134230833382195,1.763775451175219,0.7046097707806612,-0.4511119607736245,-1.4331277152128648,-0.6538179151753422,-0.46072039567287065,0.5802988747213502,0.16261365236488534,0.4454950342483971,3,Proyectos masivos e influyentes
1644196,JuliaLang/julia,The Julia Programming Language,Julia,48642,5765,"['julia-language', 'julia', 'scientific', 'hpc', 'numerical', 'machine-learning', 'programming-language', 'science', 'hacktoberfest', 'julialang']",2011-04-21 07:01:50+00:00,2026-04-29 22:34:29+00:00,https://github.com/JuliaLang/julia,0,5487,10,0.1185,8.865,-0.1293448,0.00783868,"['julia-language', 'julia', 'scientific', 'hpc', 'numerical', 'machine-learning', 'programming-language', 'science', 'hacktoberfest', 'julialang']",2.8751439622166535,1.8417869772189532,0.32103743839550125,-1.0208728385910457,-1.3156804237483402,2.5253557492564696,-0.5245687346479413,-0.6553702059158844,0.283233450205228,-0.5504369542227956,1,Proyectos establecidos y educativos
156157055,GokuMohandas/Made-With-ML,"Learn how to develop, deploy and iterate on production-grade ML applications.",Jupyter Notebook,47453,7465,"['machine-learning', 'deep-learning', 'pytorch', 'natural-language-processing', 'data-science', 'python', 'mlops', 'data-engineering', 'data-quality', 'distributed-ml', 'llms', 'ray', 'distributed-training']",2018-11-05 03:44:27+00:00,2026-03-04 23:44:21+00:00,https://github.com/GokuMohandas/Made-With-ML,56,2733,13,0.1573,17.363,-0.2656706,-0.10605198,"['machine-learning', 'deep-learning', 'pytorch', 'natural-language-processing', 'data-science', 'python', 'mlops', 'data-engineering', 'data-quality', 'distributed-ml', 'llms', 'ray', 'distributed-training']",3.362855901056421,0.7262514312984829,0.5534992572086911,-0.7790353399084884,-0.873572676513847,0.5865401029755901,0.021351074485694066,1.1827930944781355,0.07430937052754039,-0.7955247558809422,2,Ecosistema LLM emergente
344190478,microsoft/AI-For-Beginners,"12 Weeks, 24 Lessons, AI for All!",Jupyter Notebook,47075,9670,"['deep-learning', 'artificial-intelligence', 'machine-learning', 'ai', 'computer-vision', 'nlp', 'cnn', 'rnn', 'gan', 'microsoft-for-beginners']",2021-03-03 16:27:36+00:00,2026-04-24 10:39:56+00:00,https://github.com/microsoft/AI-For-Beginners,5,1883,10,0.2054,25.0,-0.15289927,-0.2243371,"['deep-learning', 'artificial-intelligence', 'machine-learning', 'ai', 'computer-vision', 'nlp', 'cnn', 'rnn', 'gan', 'microsoft-for-beginners']",3.719499835163912,0.4632850803118779,-0.14267929108839622,-1.102000131346263,-0.26839022425378123,0.006593652924649442,-0.43963910719098587,1.3094488806281672,0.25687475386662784,-0.028570908834601384,3,Proyectos masivos e influyentes
33884891,apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",Python,45239,16969,"['airflow', 'apache', 'apache-airflow', 'python', 'scheduler', 'workflow', 'automation', 'dag', 'data-engineering', 'data-integration', 'data-orchestrator', 'data-pipelines', 'data-science', 'elt', 'etl', 'machine-learning', 'mlops', 'orchestration', 'workflow-engine', 'workflow-orchestration']",2015-04-13 18:04:58+00:00,2026-04-30 03:49:26+00:00,https://github.com/apache/airflow,0,4034,20,0.3751,11.2144,-0.19876832,0.0043175984,"['airflow', 'apache', 'apache-airflow', 'python', 'scheduler', 'workflow', 'automation', 'dag', 'data-engineering', 'data-integration', 'data-orchestrator', 'data-pipelines', 'data-science', 'elt', 'etl', 'machine-learning', 'mlops', 'orchestration', 'workflow-engine', 'workflow-orchestration']",5.429492072743992,2.6404232091737128,1.4008055849984553,-1.0211511385375958,0.0036999935450139215,-0.020941291393285894,0.5774547804860931,-0.5606636599897216,-0.001199185011504178,1.4499905640251518,3,Proyectos masivos e influyentes
204086862,streamlit/streamlit,Streamlit — A faster way to build and share data apps.,Python,44398,4218,"['python', 'machine-learning', 'data-science', 'deep-learning', 'data-visualization', 'streamlit', 'data-analysis', 'developer-tools']",2019-08-24 00:14:52+00:00,2026-04-29 22:32:34+00:00,https://github.com/streamlit/streamlit,0,2441,8,0.095,18.1884,-0.11323327,0.07758328,"['python', 'machine-learning', 'data-science', 'deep-learning', 'data-visualization', 'streamlit', 'data-analysis', 'developer-tools']",2.3830048079154134,-0.01600575961547603,-0.26408727758305656,-0.9501651012901435,-0.8737702936203492,0.9417221679748445,0.6461690843299045,0.6111173277308122,0.8837563908689432,-0.49315533926330196,2,Ecosistema LLM emergente
45986162,aymericdamien/TensorFlow-Examples,TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2),Jupyter Notebook,43783,14757,"['tensorflow', 'tutorial', 'examples', 'deep-learning', 'python', 'machine-learning']",2015-11-11 14:21:19+00:00,2024-07-26 19:46:13+00:00,https://github.com/aymericdamien/TensorFlow-Examples,642,3822,6,0.337,11.4555,0.030249385,-0.19408037,"['tensorflow', 'tutorial', 'examples', 'deep-learning', 'python', 'machine-learning']",4.12182609684318,3.1163448327704075,-0.8098676771202573,-1.4479780428717908,-0.23506811672948053,0.22275594357128753,-0.2554225640906174,0.9690994337874539,-0.00027184801928081814,0.5850102124493648,3,Proyectos masivos e influyentes
162405963,gradio-app/gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",Python,42462,3423,"['machine-learning', 'models', 'ui', 'ui-components', 'interface', 'python', 'data-science', 'data-visualization', 'deep-learning', 'data-analysis', 'gradio', 'gradio-interface', 'python-notebook', 'deploy']",2018-12-19 08:24:04+00:00,2026-04-29 22:49:43+00:00,https://github.com/gradio-app/gradio,0,2688,14,0.0806,15.7969,-0.08987265,-0.19144337,"['machine-learning', 'models', 'ui', 'ui-components', 'interface', 'python', 'data-science', 'data-visualization', 'deep-learning', 'data-analysis', 'gradio', 'gradio-interface', 'python-notebook', 'deploy']",2.37689744925578,-0.0641703306390898,0.7351370671526366,-0.48569684178204925,-1.1614306583650815,0.8810628211201555,0.6212173902115071,0.38660554590665913,0.812574468295048,-0.46969396579652833,2,Ecosistema LLM emergente
71932349,ray-project/ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,Python,42373,7512,"['ray', 'distributed', 'parallel', 'machine-learning', 'reinforcement-learning', 'deep-learning', 'python', 'rllib', 'hyperparameter-search', 'optimization', 'data-science', 'hyperparameter-optimization', 'serving', 'deployment', 'pytorch', 'tensorflow', 'llm-serving', 'large-language-models', 'llm', 'llm-inference']",2016-10-25 19:38:30+00:00,2026-04-30 02:43:37+00:00,https://github.com/ray-project/ray,0,3473,20,0.1773,12.2007,-0.04896408,-0.20858559,"['ray', 'distributed', 'parallel', 'machine-learning', 'reinforcement-learning', 'deep-learning', 'python', 'rllib', 'hyperparameter-search', 'optimization', 'data-science', 'hyperparameter-optimization', 'serving', 'deployment', 'pytorch', 'tensorflow', 'llm-serving', 'large-language-models', 'llm', 'llm-inference']",3.5049501245546626,0.9490336170713936,1.8082230659319727,-0.2892606054641048,-1.0319685689234301,0.5290076564963059,0.938658240693878,0.23474416683478444,0.5057276433443618,-0.5286144591938088,2,Ecosistema LLM emergente
235860204,deepspeedai/DeepSpeed,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",Python,42220,4809,"['deep-learning', 'pytorch', 'gpu', 'machine-learning', 'billion-parameters', 'data-parallelism', 'model-parallelism', 'inference', 'pipeline-parallelism', 'compression', 'mixture-of-experts', 'trillion-parameters', 'zero']",2020-01-23 18:35:18+00:00,2026-04-30 03:02:26+00:00,https://github.com/deepspeedai/DeepSpeed,0,2288,13,0.1139,18.4528,0.07488416,-0.37211692,"['deep-learning', 'pytorch', 'gpu', 'machine-learning', 'billion-parameters', 'data-parallelism', 'model-parallelism', 'inference', 'pipeline-parallelism', 'compression', 'mixture-of-experts', 'trillion-parameters', 'zero']",2.5505334048001886,-0.056282941805087236,0.4185485289206766,-0.6128143728018703,-0.9017332423557345,0.49619974927376126,0.8762475041465664,0.5221080318748377,-0.08575608808680257,-0.7384920905928871,2,Ecosistema LLM emergente
